id,ссылка,адрес,округ,район,метро,мин_до_метро,цена,комнат,площадь,этаж,шум,окна,фото_шт,первое_фото,описание
cian_332694349,https://www.cian.ru/sale/flat/332694349/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, Шмитовский проезд, 39к8","","",Москва-Сити,6,68000000,4,113.0,2/53,high,,22,https://images.cdn-cian.ru/images/2938733623-1.jpg,"Номер лота: 101642. Бонус агенту. Готовы обсудить дополнительное вознаграждение за покупателя. Здесь ставка не на этаж и вид из окна, а на пространство и планировку, которые каждый день работают на комфорт семьи. Три изолированные спальни, и при каждой собственная гардеробная. Большая кухня-гостиная для семейных вечеров и встреч с друзьями, два совмещенных санузла. Ремонт уже выполнен, поэтому после сделки можно переехать без ремонта, стройки и ожидания. Квартира на 2 этаже, окна выходят во двор и на улицу. Это важно учитывать при сравнении с видовыми предложениями на высоких этажах. Мебель и техника остаются по договоренности. Для семьи с детьми, которой нужны отдельные спальни и много хран"
cian_331815429,https://www.cian.ru/sale/flat/331815429/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Ленинградский проспект, 37/6","","",Аэропорт,12,68000000,3,78.9,2/41,medium,,21,https://images.cdn-cian.ru/images/2918540389-1.jpg,"Id 65404. ЭКСКЛЮЗИВНОЕ ПРЕДЛОЖЕНИЕ! В продаже евро-3 квартира в премиальном ЖК Prime Park. Подойдет как для собственного проживания, так и под сдачу в аренду. Планировка: Кухня-гостиная с нишей. Мастер-спальня. Вторая спальня с большим количеством мест хранения и с/у. Гостевой с/у. Один взрослый собственник Без обременений Полная стоимость в ДКП. Быстрый выход на сделку О жилом комплексе: ЖК Prime Park — жилой комплекс премиум-класса мирового стандарта. Максимальная приватность. Комплекс закрыт от посторонних лиц и курьеров. Консьерж-сервис, valet service, bellman service. Отдельный технический лифт для персонала и стройматериалов. Архитектура от британского бюро Dyer Подземный паркинг, закр"
cian_331572797,https://www.cian.ru/sale/flat/331572797/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, 6-й квартал, 12к4с1","","",Терехово,3,68000000,4,105.0,6/16,low,,20,https://images.cdn-cian.ru/images/2913031758-1.jpg,"Эксклюзив. Квартира с 3 спальнями общей площадью 105 м² в квартале бизнес-класса ""Остров-6"" на берегу Москвы-реки. Квартира без отделки расположена на 6 этаже в корпусе 4. Планировка включает кухню-гостиную с выходом на лоджию, три спальни, 2 санузла, две гардеробные и холл. Окна ориентированы на две стороны света, открываются виды на бульвар и внутренний двор комплекса. Во дворе расположен детский сад, фитнесс-рум, коворкинг с переговорными, в процессе открытия смотровая площадка на крыше. Главное о доме. ""Остров"" — квартал от ""Донстроя"" на 40 гектарах Мнёвниковской поймы. Здесь 39 корпусов переменной этажности, часть выходит на первую линию Москвы-реки. Панорамные окна открывают виды на Гр"
cian_331521176,https://www.cian.ru/sale/flat/331521176/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Россия, Москва, Шмитовский проезд, 39к6",ЦАО,Пресненский,Шелепиха,5,68000000,4,100.0,37/51,high,,0,"","ФОТОГРАФИИ НАШИ, реальные! убедитесь в том сами! ПРИГЛАШАЕМ НА ПРОСМОТРЫ. Устали от компромиссов и сомнительного качества? Представляем вам уникальную возможность стать владельцем квартиры с премиальным ремонтом в одном из лучших комплексов бизнес-класса Headliner! Ваша будущая квартира: Евро-4 с видовыми характеристиками: Наслаждайтесь панорамными видами реку, город и Москва сити на 37 этаже! Премиальный ремонт и дизайн от RE Buro: каждый элемент продуман до мелочей, чтобы создать атмосферу роскоши, комфорта и функциональности. * Отделка: мебель из МДФ и шпона, столешницы и подоконники из камня. * Освещение: встроенные трековые системы и потолок с теневым профилем. * Комфорт: теплые полы во"
cian_331674645,https://www.cian.ru/sale/flat/331674645/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Пресненский Вал ул, 14к6","","",Улица 1905 года,7,68490000,3,84.4,4/12,medium,,24,https://images.cdn-cian.ru/images/2915319517-1.jpg,"Номер объекта: 594075. Ваше будущее в центре Москвы: 3-комнатная квартира на Пресненском Валу. Дизайнерская квартира в камерном доме ""Пресненский Вал 14"". 12-этажный корпус, закрытый двор 1,5 га, подземный паркинг. Продуманная планировка и простор без потери полезной площади. Квартира общей площадью 84,4 кв.м, 2 спальни (11 и 12 кв.м), одна из которых может стать детской или функциональным рабочим кабинетом. Отдельная гардеробная 5 кв.м, 2 с/у, балкон из спальни и французский балкон из второй спальни делают квартиру максимально светлой благодаря хорошей инсоляции солнце весь день благодаря южной стороне. Окна выходят в 2 стороны: во двор и тихий переулок, что позволяет спать с открытыми окна"
cian_331636946,https://www.cian.ru/sale/flat/331636946/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, ЖК Сикрет Гарден","","",Калужская,8,68740230,3,123.0,16/30,medium,,15,https://images.cdn-cian.ru/images/2922953175-1.jpg,"Продаётся 3-комнатная квартира площадью 122,97 кв. м на 16 этаже в новом премиальном клубном квартале Сикрет Гарден. ""Сикрет Гарден"" - закрытый камерный квартал премиум-класса, расположенный на Юго-Западе столицы, в историческом Обручевском районе. Три корпуса переменной этажности ""Аква"", ""Терра"" и ""Флора"" - вдохновлены природой и повторяют пластику распускающихся бутонов. Корпуса объединены двухуровневым подземным паркингом и продуманной инфраструктурой, где каждая деталь продиктована заботой о вашем времени и покое. Проект разработан ведущей российской группой MARKS GROUP в партнерстве с британским архитектурным бюро Dyer. Комплекс удостоен золота престижной премии Urban Design & Architect"
cian_332790506,https://www.cian.ru/sale/flat/332790506/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Россия, г. Москва, Поклонная ул., д. 9","","",Поклонная,9,68900000,2,63.0,15/32,high,,17,https://images.cdn-cian.ru/images/2940830975-1.jpg,"172309 ЖК Поклонная 9 Видовые шикарные апартаменты с дизайнерским ремонтом в жилом комплексе премиум-класса ""Поклонная 9"". Апартаменты общей площадью 63 м² расположены на 15-м этаже. Из окон открывается панорама города в сторону Москва-Сити. Дизайнерская отделка выполнена в светлых тонах. Вся мебель изготовлена исключительно под заказ из дорогостоящих натуральных материалов. Кухонный гарнитур выполнен из натурального шпона, а столешница — из натурального камня (кварц). Диван и кровать от фирмы Estetica, итальянские шторы и тюль с электроуправлением с пульта. Интерьер полностью укомплектован всей необходимой бытовой техникой мировых производителей. На нижних этажах 34-этажного здания ""Поклонн"
cian_329477187,https://www.cian.ru/sale/flat/329477187/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, Нижние Мнёвники ул., д. 7",СЗАО,Хорошёво-Мнёвники,Терехово,13,69000000,4,112.0,9/14,low,,17,https://images.cdn-cian.ru/images/2866459458-1.jpg,"Лот: 108943. Эксклюзивно в продаже только у NF GROUP. В продаже семейная квартира в новом жилом квартале ""Остров"" на западе Москвы - в одном из самых современных и экологичных проектов столицы. Локация сочетает близость к центру города, собственную природную среду и формат жизни ""15-минутного города"" с полной инфраструктурой внутри квартала. Квартира расположена в премиальном 4-м квартале, на первой линии от воды, что подчёркивает её особый статус и даёт редкое ощущение жизни в окружении природы. Планировочное решение свободного формата позволяет организовать пространство максимально гибко: - просторная гостиная с кухонной зоной и выходом на лоджию, - две спальни с собственными ванными комна"
cian_332609029,https://www.cian.ru/sale/flat/332609029/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, улица Нижние Мнёвники, 16к1","","",Терехово,5,69000000,4,96.0,5/23,low,,26,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-nizhnie-mnevniki-2936917112-1.jpg,"За объект уже внесли аванс В ЖК ""Остров"" к продаже предлагается квартира общей площадью 96 кв.м. с тремя спальнями, двумя санузлами и большой, кухней-гостиной каштанового оттенка. Потолки в квартире - 3,1 м, окна - 2,7 м. Функциональная планировка: -кухня-гостинная -3 спальни, -2 с/у В квартире выполнена премиальная отделка от застройщика: полностью отделаны с/у, установлена сан. техника, душевые кабины и ванная, стены покрашены финишной покраской, установлены скрытые двери, на полу паркет , скрытый плинтус, кухня оснащена кухонным гарнитуром, установлена вся бытовая техника: холодильник, морозильная камера, посудомоечная машинка, духовка и варочная поверхность американского производителя Wh"
cian_327716306,https://www.cian.ru/sale/flat/327716306/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, проезд Красногвардейский 1-й, д.22, стр.2","","",Москва-Сити,3,69000000,2,54.0,54/78,high,,10,https://images.cdn-cian.ru/images/2847229890-1.jpg,"Видовые апартаменты с 1 спальней общей площадью 54 м² в комплексе небоскрёбов премиум-класса ""Нева Тауэрс"". Апартамент с готовой дизайнерской отделкой в современном стиле расположен на 54 этаже. Планировка включает кухню-гостиную, спальню со своей ванной комнатой и гардеробной, прихожую. Благодаря панорамному остеклению пространство наполнено естественным светом. Из окон открываются виды на город, башни ""Москва-Сити"" и ТРЦ ""Афимолл Сити"". Главное о доме. ""Нева Тауэрс"" — две башни в Москва-Сити с лобби на высоте атриума и панорамами делового центра. На стилобате обустроили приватный парк для жителей: газоны, шезлонги, дорожки и воркаут-зона — удобно выйти на солнце прямо из корпуса. В галерее"
cian_324404791,https://www.cian.ru/sale/flat/324404791/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Москва, Большая Полянка ул., д. 44",ЦАО,Якиманка,Полянка,7,69000000,2,80.6,1/6,high,,0,"","Лот: 95987. Предлагается коммерческое помещение с отдельным входом в составе клубного комплекса ""Полянка/44"" в историческом районе Замоскворечье — одной из наиболее статусных и оживлённых локаций центра Москвы, с устойчивым пешеходным и автомобильным трафиком, а также близостью к ключевым культурным и деловым маршрутам города. Помещение отличается выразительными характеристиками и свободной планировкой, что позволяет адаптировать пространство под различные форматы бизнеса. Отдельный вход с уровня улицы обеспечивает удобную навигацию и прямой доступ для клиентов, а большое количество окон формирует яркую визуальную экспозицию. Особенности помещения: 6 окон, включая 3 витринных с выходом на Бо"
cian_331777095,https://www.cian.ru/sale/flat/331777095/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Россия, Москва, улица Казакова, 27",ЦАО,Басманный,Курская,8,69000000,4,120.6,3/8,low,,0,"","ID: 8689. Редкое предложение в доме и в данной локации. Просторная, светлая квартира с 3 спальнями в тихом центре в окружении старинных особняков и усадеб. Камерный дом в Басманном районе. Кирпичный, основательный, очень качественно построенный. Рассчитан на 35 квартир. Всего в доме два подъезда, на каждом этаже — по две квартиры. Территория огорожена, работает охрана, въезд — под шлагбаум. Есть парковка на территории. Квартира находится на комфортном 3 этаже. Окна на 2 стороны: во двор и на парковую зону усадьбы Разумовского (памятник архитектуры, новой застройки там точно не будет). В квартире 3 спальни, две из них с балконами. Отдельная кухня с мебелью и встроенной техникой. Гардеробная п"
cian_319867899,https://www.cian.ru/sale/flat/319867899/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,"Москва, 1-й Красногвардейский проезд д, 22 стр. 2",ЦАО,Пресненский,Москва-Сити,3,69000000,1,75.0,38/79,high,,0,"","Объект в эксклюзивной продаже в компании Whitewill. Комплекс небоскрёбов премиум-класса Нева Тауэрс расположен в Пресненском районе ЦАО столицы, в северо-западной части Международного Делового Центра. К вашему вниманию предлагаются видовые апартаменты площадью 75 м² с одной спальней в башне Нева Тауэрс. Источник: https://moscow-city. guide/towers/mfk-neva-towers/. Ремонт выполнен в современном стиле с использованием высококачественных премиальных материалов. Апартаменты полностью оснащены стильной мебелью и современной бытовой техникой, создавая идеальное сочетание комфорта и элегантности. Функциональная планировка включает просторную кухню-гостиную с обеденной зоной, спальню, ванную комнату"
cian_330956533,https://www.cian.ru/sale/flat/330956533/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Москва, улица Фридриха Энгельса, 56",ЦАО,Басманный,Бауманская,13,69047000,3,105.5,2/23,low,,0,"","В премиум-квартале ""Дом 56"" на Бауманской напрямую от девелопера ГК ""Галс-Девелопмент"" представлена 3-комнатная квартира на 2 этаже общей площадью 105.50 м². Квартира предлагается без отделки, со свободной планировкой. Пространство позволяет воплотить дизайн - проект в соответствии с Вашими предпочтениями. ""Дом 56"" - расположен в Басманном районе на ул. Фридриха Энгельса, всего в 12-15 минутах пешком от станций метро ""Бауманская"" и ""Электрозаводская"". Рядом с премиум-кварталом находятся важные городские магистрали - ТТК, набережная реки Яузы и Бакунинская улица, переходящая в Спартаковскую и Маросейку. Архитектурный стиль ""Дома 56"" - параметрический минимализм. Футуристические фасады квартал"
cian_332641561,https://www.cian.ru/sale/flat/332641561/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, улица Сергея Макеева, 11","","",Улица 1905 года,12,69370000,1,56.0,2/23,high,,16,https://images.cdn-cian.ru/images/2937671084-1.jpg,Светлая квартира площадью 56 кв. м с окнами на северной и восточной сторонах. Продуманная планировка позволяет разместить отдельную спальню с санузлом и гардеробной.
cian_329709914,https://www.cian.ru/sale/flat/329709914/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Москва, ул. 1-я Ямского поля д1 к1",САО,Беговой,Белорусская,2,69500000,3,68.0,10/36,medium,,0,"","Апартамент с 2 спальнями общей площадью 68 м² в комплексе бизнес-класса Слава. Новая дизайнеская отделка выполнена с использованием современных материалов и инженерных решений: теневые плинтуса, кухонный остров из арт-бетона с примыкающей к нему столешницей, реализованы различные сценарии освещения. Полностью меблирован и укомплектован всей необходимой бытовой техникой. Функциональная планировка включает кухню-гостиную, мастер-спальню со своей ванной комнатой и гардеробной, кабинет, который можно оборудовать как вторую спальню, гостевой санузел с постирочной зоной и прихожую. Из окон открываются виды на территорию комплекса. Комментарий эксперта. Меня зовут Денис Буров — брокер компании Whit"
cian_327956251,https://www.cian.ru/sale/flat/327956251/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, 1-я Брестская улица, 33с1",ЦАО,Тверской,Белорусская,6,69600000,2,125.0,2/7,medium,,24,https://images.cdn-cian.ru/images/2943758622-1.jpg,"Лот 53318. Максим Горшков. Эксклюзив. Свободная продажа. 2-комнаты, 2 этаж 7 этажного здания 1906 года постройки. Кирпичный дом. Пол: паркет. Общая площадь 125 кв.м. Спален - 1. Совмещенных санузлов - 2 (душевая с турецкой сауной). Пассажирских лифтов - 1. Окна выходят и на улицу, и во двор. Высота потолков - 3.4 м. Была сделана перепланировка квартиры. Основание права собственности - купля-продажа от 2001 года, владельцев - 1. Несовершеннолетних собственников нет. Прописан 1 человек. Дизайн квартиры выполнен в стиле industrial loft. Дизайнерская кухня-трансформер из нержавеющей стали с мини холодильником, посудомойкой и духовой шкаф семь поваров. Отдельная гардеробная, над гардеробной распо"
cian_317915610,https://www.cian.ru/sale/flat/317915610/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Академика Туполева наб., 15",ЦАО,Басманный,Бауманская,19,69650000,3,99.5,15/23,medium,,23,https://images.cdn-cian.ru/images/2585606901-1.jpg,"ID 64829. Эксклюзив. Только в Intermark. 3-комнатная квартира с новым роскошным дизайнерским ремонтом и панорамными видами! Великолепная отделка отвечает современным тенденциям, и высокому требованию взыскательных клиентов. Функциональная планировка: просторная гостиная-кухня с великолепными видами в сторону набережной и парка, мастер-спальня со своей гардеробной и большой лоджией, которую можно использовать как кабинет или спортзал, ванная комната, уютная детская комната, гостевой санузел. ЖК ""Каскад"" обеспечивает своим жильцам комфортный уровень проживания: огороженная территория, закрытый двор с детской площадкой и зонами отдыха, круглосуточная охрана, подземный паркинг. Полноценная инфра"
cian_330662422,https://www.cian.ru/sale/flat/330662422/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Москва, Тараса Шевченко набережная, 5",ЗАО,Дорогомилово,Киевская,8,69900000,3,75.0,2/12,high,,0,"","Продается трехкомнатная квартира с дизайнерским ремонтом в сталинском доме позднего периода застройки в районе Дорогомилово (ЗАО). Дом настоящая жемчужина архитектуры, с богатой историей и знаменитыми жильцами. В квартире выполнен новый дизайнерский ремонт из дорогих, премиальных материалов. Функциональная Планировка. Просторная кухня-гостиная. В квартире 2 санузла, 2 гардеробные зоны. В одной из спален свой мастер блок, со своим санузлом и гардеробом. Мебель изготовлена под заказ. На полу паркетная доска. Высокие потолки 3,2 м. Консьерж. Планировка узаконена. Виды на набережную и во двор. На фасаде здания установлена мемориальная табличка в честь великого футболиста Игоря Нетто, а по соседс"
cian_329119459,https://www.cian.ru/sale/flat/329119459/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Москва, Нежинская улица, 1к3",ЗАО,Очаково-Матвеевское,"",16,69900000,3,145.0,13/31,low,"E,W",0,"","Лот 58248. Виктория Шевцова. СОБСТВЕННАЯ СМОТРОВАЯ ПЛОЩАДКА В НЕБЕ НАД ГОРОДОМ — ВАШ ЛИЧНЫЙ УГОЛОК ДЛЯ ДУШИ Ключи на руках! Покажу в любой день по предварительной договоренности — утром, днём, вечером или даже ночью, чтобы вы увидели город в его лучшем свете. Уважаемые покупатели, перед вами не просто квартира. Это место, где закаты плавятся в золоте оконных рам, а утренний город просыпается у вас под ногами в легкой дымке. Это пространство, созданное для тех, кто привык жить не по расписанию, а по вдохновению. Представьте своё утро: вы просыпаетесь не под резкий звук будильника, а под тихий шелест облаков за стеклом. Первое, что вы видите, — не соседнюю стену, а бескрайнюю панораму, залитую"
cian_328942981,https://www.cian.ru/sale/flat/328942981/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, ул. Нежинская, д. 1к3",ЗАО,Очаково-Матвеевское,"",16,69900000,3,145.0,13/31,low,,17,https://images.cdn-cian.ru/images/2883739498-1.jpg,"Просторная квартира с двумя спальнями в комплексе ""Кутузовская Ривьера"" на западе Москвы. Квартира площадью 145 м² расположена на 13 этаже, откуда открываются виды на парк и благоустроенный двор. Отделка выполнена в светлых тонах. Установлена система индивидуального кондиционирования и очистки воздуха. Квартира меблирована и укомплектована бытовой техникой. Функциональная планировка включает кухню-гостиную с обеденной зоной, приватный блок из двух спален со своей ванной комнатой и гардеробной, гостевой санузел и холл. Панорамные окна ориентированы на две стороны света. За дополнительную плату возможно приобрести два машино-места в подземном паркинге рядом с лифтом. Главное о доме. ""Кутузовск"
cian_330179165,https://www.cian.ru/sale/flat/330179165/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Россия, Москва, 1-я Тверская-Ямская улица, 10",ЦАО,Тверской,Маяковская,5,69900000,4,100.0,7/8,medium,,0,"","ID 46564. Эксклюзив Интермарк. Уютная 4-комнатная квартира в центре Москвы! Свободная продажа, не единственное жилье (!), 1 взрослый собственник, более 10 лет. Высокий этаж, много света. Высококачественный ремонт, делали под себя - художественный паркет, роспись на стенах, витражные распашные двери. Есть кондиционеры, бойлер, посудомоечная машина, стиральная машина, джакузи. Общая площадь: 99.8 кв. м. Планировка распашная - 2 комнаты на 1 Тверскую-Ямскую, 2 - во двор - в сторону 2 Тверской-Ямской: гостиная-кухня, 3 спальни, 1 совмещенная просторная ванная комната с душевой кабиной и джакузи, просторная прихожая, 4 балкона (1 застекленный выходит во двор, 3 открытых — на 1 Тверскую-Ямскую). Ж"
cian_310177853,https://www.cian.ru/sale/flat/310177853/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Россия, Москва, Шелепихинская набережная, 34к1зд4",СЗАО,Хорошёво-Мнёвники,Звенигородская,9,69900000,2,73.0,14/19,medium,,0,"","Продается стильная, элегантная квартира с лучшими видами в ЖК Сердце Столицы! Из всех окон и с балкона открывается прямой вид на Москва-реку! В квартире сделан дорогой ремонт с использованием премиальных материалов. Планировка квартиры для ценителей комфорта и личного пространства, в ней предусмотрена большая кухня-гостиная, мастер-спальня с санузлом, гардеробная и гостевой санузел. Квартира идеальна для самого взыскательного любителя роскоши и комфорта. ЖК Сердце Столицы по праву признан лучшим семейным комплексом бизнес-класса. В нем уже есть все для комфортной жизни: просторный двор со своим сквером и фонтаном, пространства для прогулок и отдыха и зонами для прогулок. большое количество к"
cian_332366217,https://www.cian.ru/sale/flat/332366217/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Россия, г. Москва, Лихачёва пр-т, д. 12, корп. 1","","",Технопарк,11,69990000,3,98.8,20/20,low,,10,https://images.cdn-cian.ru/images/2931125533-1.jpg,"210386 ЖК Квартал на набережной NOW ПАНОРАМНЫЙ ПЕНТХАУС В ЖК NOW | МОСКВА Интерьер и оснащение: — Элегантная гостиная с потолками высотой 3 м и панорамным остеклением. — Пространство, наполненное светом и воздухом. — Кухня со встроенной техникой и авторским гарнитуром, где каждая деталь — совершенство. — Ванная комната с видом на реку, эксклюзивная итальянская сантехника и индивидуальная сауна. — Постирочная с санузлом. — Система ""Умный дом"": управление освещением, климатом, шторами и безопасностью — одним касанием. — Персональная сауна из премиальных материалов. — Центральная система вентиляции с увлажнением и канальным кондиционированием — микроклимат уровня luxury 365 дней в году. — Инжен"
cian_327263882,https://www.cian.ru/sale/flat/327263882/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Космодамианская набережная, 4/22",ЦАО,Замоскворечье,Новокузнецкая,10,70000000,2,49.0,2/6,medium,,18,https://images.cdn-cian.ru/images/2847229944-1.jpg,"Квартира с 1 спальней общей площадью 49 м² в клубном доме делюкс-класса ""Космо 4/22"". Квартира без отделки расположена на 2 этаже в корпусе ""Река"". Свободная планировка позволяет организовать пространство по собственному усмотрению. Возможная планировка: кухня-гостиная, спальня, ванная комната, гардеробная и прихожая. Благодаря панорамным окнам пространство наполнено естественным светом и теплом, открываются виды на территорию комплекса. Главное о доме. ""Космо 4/22"" — 6-этажный клубный дом делюкс-класса на ""Золотом острове"" Балчуг. Историческая кирпичная кладка 1901 года скрыта за фасадом из клинкера и камня с ажурныоваными балконами. Вы входите в лобби с 6-метровыми потолками и панорамным о"
cian_328179199,https://www.cian.ru/sale/flat/328179199/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, ул. Авиационная, 77к2",СЗАО,Щукино,Щукинская,11,70000000,3,103.0,9/32,medium,,29,https://images.cdn-cian.ru/images/2847230285-1.jpg,"Квартира с 2 спальнями общей площадью 103 м² в комплексе бизнес-класса ""Алые Паруса"" на берегу Москвы-реки. Квартира с готовой отделкой расположена на 9 этаже. Светлый интерьер оформлен в стиле современной классики. Планировка: кухня-гостиная, 2 спальни, санузел, постирочная со стиральной и сушильной машинами, и с вентиляционным шкафом для сушки габаритных вещей. Высота потолков 3 метра. Из окон открывается вид во внутренний благоустроенный двор и на улицу. Квартира укомплектована мебелью из России, Италии и Испании. Бытовая техника Neff, холодильник LG, кондиционер Haier. Установлена приточно-вытяжная система вентиляции, магистральные фильтры ""Тайфун"" на горячую и холодную воду по всей квар"
cian_323016403,https://www.cian.ru/sale/flat/323016403/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Россия, Москва, 2-я Черногрязская улица, 6к4",ЦАО,Пресненский,Улица 1905 года,16,70000000,2,56.5,3/21,medium,,0,"","ЭКСКЛЮЗИВ АГЕНТСТВА PEOPLE В жилом комплексе ""RedSide"" к продаже предлагается полностью укомплектованная мебелью и техникой квартира с дизайнерской отделкой, площадью 56.5 м2 готовая к проживанию. Высота потолков 3.2 метра. ПЛАНИРОВКА: - Просторная кухня-гостиная - Спальня - Гардеробная - Санузел В квартире выполнена дизайнерская отделка: - Приточно-вытяжная вентиляция - Климатическая система DAIKIN - Встраиваемая техника NEFF и Liebherr - Индукционная плита LG, Вытяжка Kuppersbusch - Паркет из натурального дерева Мебель и вся техника остаются новым владельцам — заезжайте и живите с первого дня! УСЛОВИЯ СДЕЛКИ: - Прямая продажа. - Все документы готовы. - Быстрый выход на сделку. О КОМПЛЕКСЕ:"
cian_332787568,https://www.cian.ru/sale/flat/332787568/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, 1-я улица Бухвостова, 2к3","","",Преображенская площадь,7,70000000,4,124.5,5/17,medium,,42,https://images.cdn-cian.ru/images/kvartira-moskva-1-ya-buhvostova-ulica-2940755284-1.jpg,"Проект премиум-класса ""Преображенская площадь"" в историческом районе Москвы. Квартира расположена на 5 этаже. Общая площадь: 124,5 кв.м. Квартиры без отделки и в свободной планировке, чтобы каждый смог оформить пространство с учетом своей индивидуальности. Высота потолков от 3,15м, широкоформатное остекление, 5 квартир на этаже. Система Умный дом. Дизайнерские лобби. Внутренний двор 1,5 га функциональное и безопасное пространство для игр, работы и занятий спортом. Пешеходный променад для прогулок. Дома переменной этажности. Подземный паркинг первой очереди рассчитан на 354 машино-места. Предусмотрены муниципальный детский сад на 200 мест и школа с ИТ-полигоном на 430 мест. Жилой комплекс рас"
cian_328655211,https://www.cian.ru/sale/flat/328655211/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Космодамианская набережная, 4/22с","","",Новокузнецкая,10,70000000,2,51.0,5/6,medium,,19,https://images.cdn-cian.ru/images/2849882588-1.jpg,"Квартира с 1 спальней общей площадью 51 м² в клубном доме делюкс-класса ""Космо 4/22"". Квартира без отделки расположена на 5 этаже в корпусе ""Сад"". Свободная планировка позволяет организовать пространство по собственному усмотрению. Возможная планировка: кухня-гостиная, спальня, ванная комната, гардеробная и холл. Благодаря четырём панорамным окнам пространство наполнено естественным светом и теплом, открываются виды на территорию комплекса. За дополнительную плату возможно приобрести машино-место в подземном паркинге. Комментарий эксперта. Меня зовут Валерий Лановой — брокер компании Whitewill. Я отвечаю за продажу этого лота. Свяжитесь со мной, чтобы получить расширенную презентацию, больше"
cian_327570612,https://www.cian.ru/sale/flat/327570612/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Россия, г. Москва, Авиационная ул., д. 77, корп. 2","","",Щукинская,11,70000000,3,102.0,6/32,medium,,14,https://images.cdn-cian.ru/images/2823449583-1.jpg,"202860 ЖК Алые Паруса Просторная 3-комнатная квартира в элитном Жилом комплексе Алые Паруса. Самый лучший по качеству корпус! Стильная и светлая квартира рсположенная на 6 этаже 32-этажного дома. Квартира отличается продуманной планировкой, современным дизайном и высококачественной отделкой. Общая площадь — 102 м², высота потолков — 3 м. Функциональная планировка включает: 2 уютные спальни, просторную гостиную, кухню с современной техникой, 1 санузел, гардеробную комнату, полностью оборудованную постирочную ASKO со стиральной и сушильной машинами, а также отдельным сушильным шкафом. Квартира выполнена в современном стиле с использованием премиальных материалов. На вводе в квартиру установлен"
