запрос,id,адрес,цена,комнат,площадь,метров_до_патриарших,оценка_1_2_3,описание
b05,cian_325690980,"Москва, Береговой проезд, 2",28581838,1,45.0,,"","Прогнозный рост стоимости +50% в течение 2,5 лет.* Воспользуйтесь рассрочкой от застройщика - скидка сохраняется до 31.07.2026. Река. Парк. Сити. Готовый дом в идеальном месте. Продается 1-комнатная квартира на 2-м этаже с панорамным остеклением и видом на город. Береговой - квартал-курорт в центре столицы. Пешеходная набережная начинается от дома: никаких дорог между вами и рекой. Уникальное сочетание природы парка Фили и ритма Сити. Инвестиционный потенциал - в развитии территории: продление набережной, открытие детского образовательного кластера, премиального фитнеса и гастрономических прос"
b05,cian_332311941,"Россия, Москва, Варшавское шоссе, 9с28",28900000,3,85.0,,"","Номер лота: 103535. Трофейная недвижимость для тех, кто ценит индивидуальность. Апартамент расположен в стенах легендарной Даниловской мануфактуры 1867 года - признанного объекта культурного наследия. Аутентичная кладка из красного кирпича и статус исторического памятника промышленной архитектуры задают совершенно иной уровень жизни. В доме менее 40 резиденций, что формирует закрытый клуб для своих: вашими соседями будет творческая интеллигенция, топ-менеджеры и предприниматели. Это среда равных, где эстетика начинается еще до входа в лифт. Сцена для ваших правил жизни. Сердце этого двухуровне"
b05,cian_330315028,"Москва, Шмитовский проезд, 39к8",28900000,2,45.0,,"","Номер объекта: 593366. Стильная квартира ""евро2"" площадью 45 м² на 2-м этаже жилого комплекса бизнес-класса HEADLINER (корпус сдан). Продуманная и функциональная планировка: просторная гостиная с зоной кухни, уютная спальня, санузел. Идеально подходит для небольшой семьи. Качественная и дорогая отделка. Высокие потолки и панорамные окна добавляют света и объёма. Пространство грамотно зонировано: выделена кухня с хорошей мебелью и техникой, а за стратегически возведённой перегородкой - спальня. Презентабельное лобби, консьерж-сервис, подземный паркинг. Закрытая территория, ландшафтный дизайн, д"
b05,cian_326890481,"Москва, Береговой проезд, 2",29181839,1,42.5,,"","Прогнозный рост стоимости +50% в течение 2,5 лет.* Река. Парк. Сити. Готовый дом в идеальном месте. Продается 1-комнатная квартира на 10-м этаже с панорамным остеклением и видом на парковый массив Фили - открытая перспектива без риска высокоэтажной застройки перед окнами. Приезжайте на персональную презентацию, чтобы оценить бескомпромиссную панораму вживую. • Просторная кухня-гостиная с окнами в пол - много света, направления всех окон на юг. • Мастер-спальня с ванной и гардеробной - собственное пространство для ваших бьюти-рутины. • Несколько ванных комнат - гостевая ванная или организация ф"
b05,cian_329449186,"Москва, Покровская набережная, 16",29300000,1,41.6,,"","Лот 1000303. Евгений Аристов. Продается 1 комнатная квартира евроформата в ЖК премиум-класса ""Клубный город на реке Примавера"" (Primavera) Характеристики квартиры: - Площадь: 41,6 кв.м. - Расположение: корпус 3 (башня ""Вивальди""). - Планировка: спальня — 16 кв.м., кухня-гостиная — 18,7 кв.м., совмещенный санузел 3,5 кв.м. - Особенности: высокие потолки (3,1 м), панорамные окна, наполняющие пространство светом. - Завораживающий вид на набережную и Москву-реку — каждый вечер вы будете наслаждаться неповторимыми закатами, которые станут вашим личным ритуалом. - Квартира без отделки — это ваш шанс"
b05,cian_324325466,"Москва, Ленинградский проспект, 37/8",29642400,2,35.8,,"","Жилой квартал Prime Park воплощает все преимущества premium-living. Престижная локация на Ленинградском проспекте, 37: - 5 мин. от Тверской улицы, Патриарших прудов и Белой площади, - 20 мин. до аэропорта ""Шереметьево"" или ""Москва-Сити"", - 4 парка — Ходынское поле, Петровский и Чапаевский парки, Березовая роща, - 4 станции метро — ""ЦСКА"", ""Аэропорт"", ""Динамо"" и ""Петровский парк"". Многократный победитель премий European Property Awards и Urban Awards, а также на протяжении пяти лет остается самым продаваемым проектом в своем сегменте. Premium-living Консьержи предугадывают желания резидентов и "
b05,cian_331954118,"Россия, Москва, Серебрянический переулок, 4с1",29800000,2,37.3,,"","Уникальный апартамент с отдельным входом и цветущим садом под окнами в историческом центре Москвы. Дом расположен в пешей доступности до парка Зарядье, Кремлевской набережной, Китай-городской стены, Таганской площади, Знаменитого дома на Котельнической набережной и причала для корабликов. Тут тихо и спокойно, не проезжий переулок, мало машин и туристов. Дом построен в 1813 году, перекрытия ж/б (подтвердим фотографиями скрытых работ). Уникальное место, уникальный дом со своей историей, высокими потолками и тихими видами из окон. В доме снимали фильм Место встречи изменить нельзя. В 2025 году бы"
b05,cian_329776569,"Россия, Москва, Большая Никитская улица, 31",29900000,2,39.8,,"","Предлагаем вашему вниманию уникальные апартаменты в историческом центре Москвы. Общая площадь — 39.8 кв. м, расположены на 5 этаже 7-этажного кирпичного дома, построенного в 1900 году. Высокие потолки в 3.8 метра создают ощущение простора и света. Дом оснащен пассажирским лифтом, что добавляет удобства в повседневной жизни. Апартаменты выполнены в дизайнерском стиле, который придется по вкусу ценителям современного комфорта. Дом находится в отличном состоянии, благодаря регулярному уходу и вниманию к деталям. Вокруг дома имеется вся необходимая инфраструктура: школы, детские сады, клиники и ма"
b05,cian_332512667,"Москва, Новомосковский административный округ, район Внуково, микрорайон Переделкино Ближнее",30256459,4,109.4,,"","Продается четырехкомнатная квартира в городе-парке ""Переделкино Ближнее"". Общая площадь квартиры - 109,4 кв. м, этаж 14 из 17. Срок сдачи - 1 квартал 2028 года. Тип дома - монолитный. ТОЛЬКО ДО 31 АВГУСТА выгодные условия на приобретение квартиры в ипотеку или рассрочку. Звоните - и мы подберем оптимальное предложение под ваш запрос! Корпус расположен в 13 квартале строительства и состоит из 8 секций с переменной этажностью 12-17 этажей. Все секции без отделки. Около 13 квартала запланировано строительство многоуровневого паркинга на 300 м/мест. 13 квартал имеет уникальное расположение и наход"
b05,cian_332527319,"Москва, ЖК Родина Парк, к3",30278493,2,41.9,,"","Продается 2-комнатная квартира 41.9 м² на 13 этаже ЖК Родина Парк. Особенности: - Эргономичная кухня-гостиная - Просторная ванная - Отдельная гардеробная Родина Парк: экосистема для семьи, где растут и дети, и ваши возможности. Премиальный семейный кластер на западе Москвы, с трех сторон окруженный крупнейшим в столице природным заказником - ""Долина реки Сетунь"", вблизи Кутузовского проспекта. ""Родина Парк"" - это единственный в столице жилой квартал с собственной экосистемой для развития, здоровья и творчества, где всё подчинено главной цели: дать человеку условия для развития - физически, про"
b05,cian_332214852,"Россия, Москва, улица Вавилова, 6",30300000,2,54.0,,"","Предлагаем уютную квартиру около метро Ленинский проспект. Кирпичный дом 1958 г.п. - добротная сталинка, строгие линии, характерные для того времени детали, симметричные фасады. Хорошая звуко- и теплоизоляция. Толстые стены и широкие подоконники. Высокие потолки 3 м. Отличное состояние квартиры, Тамбур на 2 квартиры. Хорошие соседи. Дом окружён уютным, зелёным двором. Территория огорожена, что сразу задаёт тон приватности. Во дворе есть детская и спортивная площадки — удобно для семей. Проложены прогулочные дорожки, высажены деревья и кустарники. Для автомобилистов предусмотрена наземная парко"
b05,cian_332283177,"Москва, Варшавское шоссе, 141В",30433816,3,74.6,,"","Продаётся 3-комнатная квартира 74.6 кв.м. в МФК ""Варшавские ворота"" на 21-м этаже 30 этажного дома. МФК ""Варшавские ворота"" — это точка баланса между природой и городом, стилем и функциональностью, жизнью сегодня и устойчивым будущим. Коротко о важном: - Дом сдан! Идет выдача ключей! - 1 минута пешком от м. Аннино; - Удобные выезды на Варшавское шоссе и МКАД; - Высота потолков 2,7 - 3 м; - Закрытый двор-парк; - Школы и детские сады в 10-15 минутах пешком от дома; - Технические лоджии для размещения кондиционеров; - Подземный паркинг; - РГ-Девелопмент — ТОП-20 крупнейших застройщиков Москвы. Пр"
b05,cian_330220028,"Москва, жилой комплекс Алиа, 4-й квартал, блок Ривер 1, к2",30485624,1,44.2,,"","Продаётся 1-комнатная квартира 44.2 м². В премиальном квартале Алиа Элайв на 37-м этаже 42-этажного дома. Одна из самых ярких и впечатляющих частей жилого района Алиа — премиальный квартал Алиа Элайв. Это две башни LIGHTHOUSE от бюро APEX на первой береговой линии Москвы-реки с закрытым внутренним двором, детскими и спортивными площадками. Во всех квартирах — высокие потолки и панорамные окна, из которых открываются вдохновляющие виды на реку и зеленые массивы парков. Среди редких форматов — квартиры с террасой, двухуровневые квартиры и пентхаусы. У башен помимо собственных лобби и подземного "
b05,cian_325305994,"Москва, улица Сокольнический Вал, 2Ас1",30601285,2,69.9,,"","Продаётся 2-комнатная квартира 69,91 м² в жилом комплексе Солос (бизнес-класс) рядом с парком Сокольники. Квартиру отличают панорамное остекление, потолки 3.2 м, улучшенная шумо и воздухоизоляция. Дом сдаётся в 4 квартале 2029 года, продажи проходят через эскроусчета. Подземный паркинг, коворкинг, закрытая благоустроенная территория с фонтаном и артобъектами. Гибкие условия покупки. Ключевые преимущества: — Расположение в одном из самых популярных районов старой Москвы, рядом с одним из крупнейших парков столицы — ""Сокольники"". — До парка 2 минуты пешком. — Удобный выезд на Третье транспортное"
b05,cian_309287781,"Москва, Северо-Западный административный округ, район Покровское-Стрешнево, жилой комплекс Примавера",30618500,1,47.5,,"","Клубный город на реке ""Примавера"" — это современный жилой комплекс премиум-класса, расположенный на первой береговой линии Москвы-реки в экологически чистом районе Покровское-Стрешнево. Под панорамными окнами квартир находится собственный экопарк с продуманной сетью прогулочных дорожек и современными детскими и спортивными площадками. За парком расположена набережная с собственным пляжем и зонами для отдыха. Клубный город на реке ""Примавера"" предлагает широкий выбор планировок для различных жизненных сценариев: от просторных однокомнатных квартир до пентхаусов и жилых помещений с террасами и п"
b05,cian_332034391,"Россия, Москва, улица Нижние Мнёвники, 9",31000000,1,41.0,,"","Номер лота: 101822. Продаётся уютная однокомнатная квартира с кухней-гостиной, полным комплектом мебели и техники. 41 кв. м комфортного пространства на 8 этаже в современном малоэтажном ЖК ""Остров"". Всё для жизни: Квартира полностью укомплектована. Стильный ремонт от застройщика с гарантией на отделку, сантехнику, окна, датчики и кухню от производителя Snaidero со встроенной техникой. Одна из лучших планировок в ЖК с высокими потолками: удобная эргономика и максимум света. Прекрасный вид из окон: на парк, Москву-реку и Москва-Сити. Напротив дома нет жилых зданий — только живописные виды! Безоп"
b05,cian_332520896,"Москва, улица Ивана Франко",31348746,2,57.7,,"","Цены указаны с условием 100% оплаты и стандартной ипотеки. Продаётся 2-к. квартира номер 435 общей площадью 57.69 кв.м. на 7-м этаже 12 этажного дома в жилом комплексе бизнес-класса ""Индиво"" от девелопера FORMA. ЖК расположен в 5 минутах от Кутузовского проспекта, в историческом районе Кунцево, с панорамным видом на Москва-Сити, МГУ и Живописный мост. Основные преимущества проекта: • Пешая доступность до хаба ""Кунцевская"" (10 минут). • 5 мин. до проспектов Кутузовского и Багратиона — главных транспортных артерий западного направления столицы. • Дом трёх высот: 44, 12 и 30 этажей • Виды на башн"
b05,cian_319197332,"Москва, Огородный проезд, 4/7к3",31579974,2,58.1,,"","Продаётся 2-комнатная квартира площадью 58.13 кв.м на 3 этаже 46 этажного корпуса Монте Бьянко в квартале небоскребов ""Апсайд Тауэрс"". В квартире предчистовая отделка,с видом на Звездный бульвар, Ольгинский храм, корпус Эверест. Номер квартиры Г0306. На первых этажах корпуса Монте Бьянко разместятся: фитнес студия, салон красоты, центр превентивной медицины, образовательные классы, книжный магазин, аптека, фермерская лавка, а также келлеры для хранения сезонных вещей. В приватном закрытом дворе разместятся разнообразные площадки для прогулок, игр и отдыха. Визитной карточкой двора станет уника"
b05,cian_327760907,"Москва, Дмитровское шоссе, 73Бк1",31775744,4,86.3,,"","Продаётся 4-комнатная квартира 10, площадью 86,30 м², на 2 этаже в ЖК ""Гранель Тринити"" корпус 3.2. Стоимость — от 31775744 руб. Квартира без отделки, планировка односторонняя, окна во двор. Квартиры комфорт-класса в жилом квартале ""Гранель Тринити"" на севере Москвы от застройщика. Жилой квартал ""Гранель Тринити"" расположен в районе Западное Дегунино на севере Москвы, в шаговой доступности от станции метро ""Верхние Лихоборы"". Локация сочетает развитую городскую инфраструктуру, удобную транспортную доступность и современные решения для комфортной жизни. Проект занимает территорию 4,86 га и вклю"
b05,cian_332281652,"Россия, Москва, Шелепихинская набережная, 34к5",31950000,1,51.3,,"","Номер лота: 95869. Самая привлекательная цена за м2! Продается просторная видовая евро 2-комнатная квартира в знаковом жилом комплексе бизнес-класса ""Сердце Столицы"", стильном и комфортном, от одного из лучших застройщиков Москвы ""Донстрой"". В престижном районе Хорошево-Мневники в СЗАО Москвы, на берегу Москва-реки! Набережную продолжают благоустраивать! Великолепные прогулки в любой сезон! Полный восторг! В 2026 г. рядом откроется метро ""Звенигородская"" в составе Рублёво-Архангельской линии. Монолитный дом 2023 года постройки. В ЖК ""Сердце Столицы"" реализована концепция ""Город в городе"", при "
b05,cian_332809202,"Россия, г Москва, Ленинградский пр-кт, д 29 к 1",32000000,1,38.1,,"","Дизайнерская квартира в жилом комплексе ЖК Царская площадь. Стильный современный интерьер и качественный ремонт, выполненный с использованием дорогих материалов европейского производства. Статус- квартира. В отделке использованы натуральные и премиальные материалы: пол по всей квартире выложен мрамором, установлены межкомнатные двери Profildoors, сантехника Grohe, теплые полы и многоуровневая подсветка американского производителя, создающая комфортную атмосферу в каждом помещении. Кухня и спальня оборудованы встроенной мебелью. Установлена бытовая техника премиального бренда Kuppersbusch: холо"
b05,cian_332392987,"Москва, Береговой проезд, 2",32919982,2,50.9,,"","Прогнозный рост стоимости +50% в течение 2,5 лет.* Река. Парк. Сити. Готовый дом в идеальном месте. Продается 2-комнатная квартира на 3-м этаже с панорамным остеклением и видом на школу. Береговой - квартал-курорт в центре столицы. Пешеходная набережная начинается от дома: никаких дорог между вами и рекой. Уникальное сочетание природы парка Фили и ритма Сити. Инвестиционный потенциал - в развитии территории: продление набережной, открытие детского образовательного кластера, премиального фитнеса и гастрономических пространств. Ввод всех корпусов жилого квартала поддержит рост стоимости. Начните"
b05,cian_330226194,"Россия, Москва, проспект Генерала Дорохова, 39к2Л",32999999,2,43.9,,"","Продаю свою квартиру -мечты — потому что мечты меняются! Когда выбирал эту квартиру, знал: беру лучшее. 10-й этаж, потолки 3,2 метра, кухня-гостиная 21 м² — здесь действительно дышится по-другому. Утром свет заливает всё пространство, вечером город светится за окном. Это не просто квартира — это ощущение. ЖК West Garden — не просто адрес. Закрытая территория, консьерж, ландшафтный двор, где приятно просто выйти подышать. Рядом парк — и это в Москве, в 5 минутах от метро. Квартира: 43,85 м², корпус 2Л, 10 из 14 этажей. Ремонт от застройщика ! (большая редкость на сегодня!)— качественно, без ком"
b05,cian_325691025,"Москва, Береговой проезд, 2",33017237,2,50.9,,"","Прогнозный рост стоимости +50% в течение 2,5 лет.* Река. Парк. Сити. Готовый дом в идеальном месте. Продается 2-комнатная квартира на 4-м этаже с панорамным остеклением и видом на футуристичную школу - открытая перспектива без риска высокоэтажной застройки перед окнами. Приезжайте на персональную презентацию, чтобы оценить бескомпромиссную панораму вживую. • Просторная кухня-гостиная с окнами в пол - много света, направления всех окон на юг. • Мастер-спальня с ванной и гардеробной - собственное пространство для ваших бьюти-рутины. • Несколько ванных комнат - гостевая ванная или организация фун"
b05,cian_330598605,"Москва, ЖК Левел Звенигородская, к2",33322510,3,67.4,,"","Цена указана с учетом скидки при 100%-й оплате, несубсидированной ипотеке, субсидированной ипотеке и процентной рассрочке. Если вы являетесь агентом, зафиксируйте клиента в личном кабинете до обращения за консультацией. В жилом квартале продаётся 3-комнатная квартира площадью 67.40 кв.м без отделки. Квартира расположена на 35 этаже 64 этажного корпуса 2 в жилом комплексе комфорт+ класса Левел Звенигородская (компания Level Group/Левел групп). Отличная транспортная доступность - 5 мин. пешком до метро ""Звенигородская"" (откроется к окончанию строительства); - 18 мин. пешком до станции МЦК ""Хорош"
b05,cian_329312653,"Россия, Москва, Шелепихинская набережная, 34к5",33490000,1,51.3,,"","Номер лота: 95869. Продается просторная видовая Евро 2-комнатная квартира в знаковом жилом комплексе бизнес-класса ""Сердце Столицы"", стильном и комфортном, от одного из лучших застройщиков Москвы ""Донстрой"". Квартира! Не аппартаменты! В престижном районе Хорошево-Мневники в СЗАО Москвы, на берегу Москва - реки! Набережную продолжают благоустраивать! Великолепные прогулки в любой сезон! Полный восторг! Монолитный дом 2023 года постройки. В ЖК ""Сердце Столицы"" реализована концепция ""Город в городе"", - при которой жилой комплекс представляет собой самодостаточную экосистему с развитой инфраструкт"
b05,cian_314882493,"Москва, Автозаводская улица, 24к1",33740212,3,69.7,,"","Продается просторный трехкомнатный лот без отделки от застройщика в Доме на набережной Инсайдер. Сервисные лоты с системой ""умный дом"" на первой линии Москвы-реки. Лот расположен на 6 этаже в секции 1.3. Европланировка, просторная кухня-гостиная, 2 санузла. В лоте 8 панорамных окон в пол с видами на внутренний благоустроенный двор. Отельный сервис от управляющей компании. Инсайдер - комплекс бизнес-класса, расположенный в Даниловском районе на Юге Москвы на набережной Москва-реки. Архитектура от известного бюро Цимайло, Ляшенко и партнеры. Комплекс включает 3 секции переменной этажности до 16 "
b05,cian_329165925,"Россия, Москва, Большой Каретный переулок, 4с7",33900000,2,68.6,,"",Продаётся 2-комнатная квартира с частичным ремонтом у метро Цветной бульвар. Дом расположен в историческом Тверском районе Центрального административного округа. В месте с развитой инфраструктурой и отличной транспортной доступностью. До метро Цветной бульвар или станцию Трубная пешком 5 минут. Удобный выезд на улицу Петровка и Садовой кольцо. Рядом есть всё необходимое для комфортного проживания. О документах: - 1 взрослый собственник - Свободная продажа - Без обременений О квартире: - 4 этаж (виды на улицу и во двор) - 2 изолированные спальни - просторная кухня-гостиная с разделением простра
b05,cian_330220006,"Москва, Даниловский район, Марка Шагала наб., д.15, к.2",33900000,2,64.3,,"","Уважаемые покупатели! Вашему вниманию предлагается двухкомнатная квартира в жилом комплексе бизнес-класса Shagal в Даниловском районе. Вид на затон Новинки, и боковой на Москва реку. Дом расположен вдали от дороги и лишнего шума. Общая площадь 64,30 кв.м. 2 очередь, корпус 7, приватные дворы, вид на улицу, высокие потолки, панорамное остекление, близость воды. В шаговой доступности ( до 5 мин пешком) благоустроенная набережная, школа, детский сад, речной трамвайчик, поликлиника. Подземный паркинг, кладовки. Ключи июль 2026 г. Близость к центру. Рядом с комплексом широкая транспортная развязка,"
b05,cian_332086583,"Москва, Академика Королёва улица, 21",34000000,2,39.4,,"","Лот fm36333 К продаже предлагается светлая евродвухкомнатная квартира площадью 39,4 м² (жилая 29,33 м²) с мебелью, расположенная на 7 этаже в подъезде 4 жилого комплекса ""Достижение"" (ул. Академика Королёва, 21) в районе Останкинский. Из панорамных окон открывается вид на закат. • В квартире выполнен ремонт. Продумана система хранения на каждом метре. Квартира полностью меблирована, готова к проживанию (финальные штрихи до конца июля, показ возможен уже сейчас). Планировочные решения: • Площадь: 39,4 м² (жилая 29,33 м²) • Спальня изолирована (11,99 м²) • Просторная гостиная (17,34 м²) с рабоче"
b05,cian_331823299,"Москва, Тагильская улица, 4",34168611,4,79.4,,"","Продаётся просторная 4-комнатная квартира общей площадью 79.4 м² на 16 этаже в новом жилом комплексе ""Сиреневый парк"", расположенном в Восточном административном округе Москвы на улице Тагильская. Всего 10 минут ходьбы от станции метро ""Бульвар Рокоссовского"" и одноимённой платформы МЦК. Высококачественное монолитное строительство гарантирует сохранение тепла в доме, а наличие квартир с предчистовой и чистовой отделкой позволяет вам сэкономить время и сразу же переехать в свое жилье после покупки. Благодаря разнообразию планировок вы сможете выбрать идеальный вариант, соответствующий вашим пре"
b05,cian_327779703,"Москва, улица Намёткина, вл10",34404175,4,84.5,,"","Продаются 4-к апартаменты площадью 84.5 кв.м. на 20-м этаже 29 этажного дома в ""НАМЕТКИН ТАУЭР"" от ГК ОСНОВА. Наметкин Тауэр - комплекс бизнес-класса с премиальным обслуживанием, располагается в районе Черёмушки на Юго-Западе Москвы. Архитектура — от известного бюро Mecanoo (Нидерланды). Комплекс включает 4 секции переменной этажности 24 - 29 этажей и предлагает все преимущества бизнес-класса: двухуровневый подземный паркинг (2 этажа), панорамные окна и высокие потолки, дизайнерские лобби, продуманные общественные пространства, обширную собственную инфраструктуру - ресторан, супермаркет, медце"
b05,cian_330690733,"Москва, САО, р-н Беговой, Ленинградский просп., 35С2",34500000,2,63.0,,"","Апартаменты с 2 спальнями в комплексе премиум-класса ""Искра-парк"". Апартаменты площадью 63 м² расположены на 2 этаже в секции 5. Выполнена дизайнерская отделка в неоклассическом стиле — фактурные обои, многоуровневые потолки, венчающие карнизы. Продуманы различные сценарии освещения. Апартаменты меблированы и укомплектованы бытовой техникой. Планировка включает кухню-гостиную, 2 спальни, санузел с душевой кабиной, постирочную и холл. Из окон открываются виды на благоустроенную территорию комплекса. Главное о доме. ""Искра-парк"" — квартал премиум-класса на Ленинградском проспекте, спроектированн"
b05,cian_331204894,"Россия, Москва, Кутузовский проспект, 22",35000000,2,56.7,,"","Номер лота: 102636. 2комнатная распашонка с новым качественным ремонтом в отреставрированном сталинском доме на Кутузовском проспекте, 22. О квартире: - Новый качественный ремонт: свежая отделка, аккуратные материалы, нейтральные тона — можно сразу заезжать и жить. - Рациональная планировка-распашонка: окна выходят на две стороны, во двор — тихо и много дневного света. - Высокие потолки около 3,2 м, толстые кирпичные стены — отличная тепло- и звукоизоляция. - Окна во двор — без городского шума и пыли. О доме: - Сталинский кирпичный дом 1940 года в стиле советского ампира: балконы с колоннами, "
b05,cian_330999853,"Россия, Москва, Большая Серпуховская улица, 44",35000000,2,46.8,,"","Эксклюзив! Великолепный объект для тех кто ищет вариант в малоквартирном доме с большим зеленым двором и паркингом в тихом центре! Вашему вниманию предлагается апартамент в клубном проекте ""Александровский дом"" в районе Замоскворечье. Дорогой качественный ремонт, делали с любовью для себя. Фотографии реальные, не рендеры! Красивый дизайнерский проект выполнен из материалов премиальной линейки, со вкусом меблирован. Дубовая инженерная доска, высокие стеклянные двери, множество сценариев освещения, высокие потолки 3.6 изысканно подчеркнуты рейками из натурального дерева.Дополнительный объем прос"
b05,cian_332472109,Россия Москва  Москва район Марфино   Академика Королёва 21,35000000,1,39.1,,"","В продаже стильная современная квартира в г. Москве! ПРЕИМУЩЕСТВА ОБЪЕКТА: — авторский дизайнерский ремонт: интерьер выполнен в эстетике Dark Luxury / Минимализм с использованием премиальных отделочных материалов, сложных световых сценариев (скрытая светодиодная подсветка, трековые системы) и фактурных матовых поверхностей; — продуманная эргономичная планировка: просторная кухня-гостиная (17,3 кв. м) с зонированием для отдыха и приготовления еды, изолированная тихая спальня (12,2 кв. м); входная группа с продуманными скрытыми системами хранения, совмещенный санузел, облицованный крупноформатны"
b05,cian_331907371,"Москва, Старый Петровско-Разумовский проезд, 1",35278927,2,64.2,,"","Продаётся 2-комнатная квартира 64.2 кв.м. в ЖК ""Петровский парк II"" на 5 этаже 21 этажного дома. ЖК ""Петровский парк II"" - жилой комплекс в Савёловском районе, где город ощущается иначе. Здесь история и масштаб Москвы не давят, а задают фон для спокойной, уверенной жизни рядом с центром. Это место, где статус читается не в громких формулировках, а в окружении, архитектуре и ощущении пространства. Коротко о важном: • Район с глубоким историческим контекстом и парковым окружением; • 5 минут пешком до метро ""Динамо"", рядом с деловой и культурной жизнью города; • Редкое сочетание: энергия мегаполи"
b05,cian_328675468,"Москва, Лефортово район, Крузенштерна ул., д.2",35890000,3,66.0,,"","Уникальная квартира в ЖК Символ с потолками 5,05 метров в квартале Искренность - самом близком к центру Москвы. Высота потолков позволяет при помощи антресоли увеличить площадь квартиры до 90 м.кв. Хороший вид из окон в дизайнерский двор. Большие окна на 2 стороны, много света, высокие потолки - дают ощущение свободного пространства и дополнительной площади. Также высокие потолки позволяют: Организовать дополнительные функциональные зоны. Например, сделать антресольный этаж для спального места, рабочего кабинета или зоны отдыха. Получить больше естественного света. Воплотить разные варианты ди"
